months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
42,17,5522921,OH,500/1000,1000,1130.49,0,44114,Male,Retail,,,,,,,,2010,Kia,Sportage,3500,No
1,52,4806893,GA,250/500,1000,682.71,2000000,31401,Male,Technology,2020-12-26,Single vehicle,6458 Pine St,Savannah,GA,13:16,926.51,2013,Tesla,Model 3,3600,No
26,74,4639601,OH,250/500,500,1155.64,0,44114,Female,Education,,,,,,,,2021,Nissan,Altima,3200,No
97,72,5198783,SC,500/1000,500,623.35,0,29201,Female,Finance,,,,,,,,2015,Nissan,Rogue,3600,No
42,56,7165326,MI,250/500,500,668.42,0,48201,Male,Transportation,,,,,,,,2011,Volkswagen,Tiguan,3800,No
76,62,2756924,KY,500/1000,500,773.24,1000000,40202,Male,Finance,,,,,,,,2018,Chevrolet,Malibu,3400,No
35,59,7704931,NH,250/500,500,666.41,0,03301,Male,Healthcare,,,,,,,,2017,Honda,Accord,3300,No
274,53,3904083,GA,250/500,1000,487.68,0,30303,Male,Retail,,,,,,,,2017,Chevrolet,Malibu,3400,No
24,40,8120798,IN,500/1000,500,728.07,0,46204,Male,Healthcare,,,,,,,,2012,Jeep,Grand Cherokee,4800,No
89,31,2060463,OH,250/500,1000,744.35,0,43215,Female,Manufacturing,,,,,,,,2019,Tesla,Model 3,3600,No
2,41,9530834,GA,500/1000,1000,456.4,0,30303,Male,Transportation,2021-11-05,Single vehicle,4411 Maple St,Atlanta,GA,13:56,7771.01,2013,Hyundai,Santa Fe,3900,Yes
115,21,4473553,VA,500/1000,1000,692.76,2000000,23219,Male,Technology,2020-03-04,Intersection,9749 Maple St,Richmond,VA,13:47,1238.81,2015,Ford,Explorer,4300,No
13,57,6292516,SC,250/500,500,686.42,2000000,29401,Female,Manufacturing,,,,,,,,2015,Jeep,Grand Cherokee,4800,No
28,59,8784066,TN,250/500,500,879.54,0,37902,Male,Education,2024-07-12,Intersection,2843 Elm St,Knoxville,TN,21:55,7924.61,2021,Chevrolet,Equinox,3700,No
1,40,7831088,OH,250/500,500,659.18,0,43215,Male,Retail,,,,,,,,2016,Toyota,Corolla,3000,No
51,51,9221296,ME,250/500,500,956.17,0,04401,Male,Hospitality,2025-07-15,Single vehicle,6730 Oak St,Bangor,ME,17:22,9983.81,2020,Tesla,Model Y,4400,No
18,22,3823084,NC,500/1000,500,1041.49,1000000,27601,Female,Education,,,,,,,,2020,Ford,Explorer,4300,No
55,26,2452935,IL,250/500,500,1031.27,1000000,60505,Male,Education,,,,,,,,2024,Chevrolet,Silverado,4800,No
82,57,4917294,MI,250/500,500,912.9,1000000,48201,Female,Hospitality,,,,,,,,2014,Subaru,Outback,3600,No
23,55,4441175,NC,250/500,500,867.57,1000000,28202,Male,Retail,,,,,,,,2023,Honda,CR-V,3700,No
18,37,3424341,IL,250/500,500,1184.69,2000000,60601,Male,Technology,,,,,,,,2020,Toyota,Corolla,3000,Yes
36,26,7770927,VA,250/500,500,1100.67,0,23219,Male,Education,2023-02-04,Single vehicle,6352 Maple St,Richmond,VA,19:27,14760.43,2020,Honda,Accord,3300,No
55,40,9438701,WI,250/500,1000,450.0,0,53202,Male,Manufacturing,,,,,,,,2018,Jeep,Cherokee,4200,Yes
129,42,7660273,KY,250/500,500,732.92,0,40202,Female,Retail,,,,,,,,2023,Tesla,Model Y,4400,No
35,49,1724246,MI,500/1000,500,1372.29,0,48201,Female,Hospitality,,,,,,,,2022,Toyota,RAV4,3600,No
29,46,3173441,IL,500/1000,500,506.22,1000000,60505,Male,Transportation,,,,,,,,2014,Toyota,Camry,3300,No
1,72,5096399,NH,500/1000,1000,972.29,1000000,03101,Male,Healthcare,,,,,,,,2022,Honda,Civic,2900,No
107,24,2182222,WI,250/500,1000,837.68,0,53703,Male,Retail,,,,,,,,2016,Hyundai,Elantra,2800,No
8,17,9704176,MI,250/500,500,1031.82,0,48201,Male,Education,,,,,,,,2015,Jeep,Cherokee,4200,No
39,38,1680880,ME,250/500,1000,901.31,0,04401,Male,Finance,2020-01-01,Rear-end,8041 Maple St,Bangor,ME,09:18,7369.68,2020,Tesla,Model 3,3600,No
31,40,1802184,TN,250/500,500,853.51,0,37902,Female,Hospitality,,,,,,,,2013,Ford,F-150,4600,Yes
1,40,9934914,ME,250/500,1000,585.26,0,04101,Female,Retail,,,,,,,,2015,Nissan,Altima,3200,No
2,17,6050839,OH,250/500,500,868.45,0,43215,Female,Education,,,,,,,,2016,Ford,Explorer,4300,No
34,54,5590473,OH,250/500,500,909.94,0,44114,Male,Transportation,2020-01-23,Animal,5988 Pine St,Cleveland,OH,07:22,5860.72,2013,Hyundai,Elantra,2800,No
87,68,2914495,WI,500/1000,1000,626.0,0,53202,Female,Healthcare,,,,,,,,2016,Chevrolet,Malibu,3400,No
75,53,6539803,WI,250/500,1000,808.04,0,53703,Male,Hospitality,,,,,,,,2009,Jeep,Cherokee,4200,No
27,17,9949660,KY,250/500,1000,959.03,2000000,40507,Female,Healthcare,2021-05-28,Single vehicle,3023 Elm St,Lexington,KY,21:33,8300.03,2017,Chevrolet,Silverado,4800,No
87,46,7363299,WI,500/1000,1000,450.0,0,53202,Female,Hospitality,2023-03-10,Theft,4597 Maple St,Milwaukee,WI,20:36,7134.26,2018,Jeep,Grand Cherokee,4800,Yes
24,56,7485007,NC,500/1000,1000,705.48,1000000,28202,Female,Education,,,,,,,,2013,Chevrolet,Silverado,4800,No
17,42,9018504,KY,500/1000,500,784.64,1000000,40507,Female,Education,2021-02-26,Theft,2441 Pine St,Lexington,KY,01:48,6544.78,2013,Ford,Explorer,4300,No
51,31,5026381,OH,250/500,1000,772.1,2000000,43215,Female,Retail,,,,,,,,2012,Nissan,Altima,3200,Yes
14,35,6504014,IN,250/500,500,895.28,0,46802,Female,Finance,,,,,,,,2017,Chevrolet,Silverado,4800,No
90,31,2044474,KY,500/1000,1000,611.79,0,40202,Male,Manufacturing,,,,,,,,2015,Chevrolet,Malibu,3400,Yes
203,49,6013981,MI,250/500,500,682.9,0,48201,Male,Manufacturing,,,,,,,,2014,Chevrolet,Silverado,4800,No
1,46,5491186,KY,500/1000,500,832.29,0,40507,Female,Healthcare,,,,,,,,2018,Ford,F-150,4600,No
31,42,3911778,AL,250/500,500,1200.77,0,35801,Female,Healthcare,,,,,,,,2024,Honda,Accord,3300,Yes
7,43,1791002,SC,250/500,500,960.05,1000000,29401,Female,Hospitality,,,,,,,,2012,Tesla,Model Y,4400,No
68,50,1694375,NH,250/500,500,591.01,0,03101,Female,Hospitality,,,,,,,,2011,Honda,Accord,3300,No
51,78,6094297,MI,500/1000,500,774.82,2000000,49503,Male,Retail,2021-08-11,Single vehicle,2993 Elm St,Grand Rapids,MI,07:11,2526.62,2017,Honda,CR-V,3700,Yes
3,27,9038470,MI,500/1000,1000,671.47,2000000,49503,Female,Education,,,,,,,,2019,Honda,Civic,2900,No
24,49,1879704,WI,250/500,500,556.29,1000000,53703,Male,Retail,2022-07-01,Intersection,5240 Oak St,Madison,WI,04:55,6060.63,2014,Honda,Accord,3300,No
30,50,8289600,IN,250/500,500,1280.39,0,46802,Female,Education,2022-04-14,Single vehicle,1823 Maple St,Fort Wayne,IN,05:11,867.25,2024,Ford,F-150,4600,No
17,57,8457290,SC,500/1000,1000,883.57,0,29401,Female,Manufacturing,,,,,,,,2015,Hyundai,Elantra,2800,Yes
53,57,8335805,MI,250/500,500,450.0,0,48201,Male,Manufacturing,,,,,,,,2023,Hyundai,Elantra,2800,No
71,52,1475095,ME,250/500,500,796.0,0,04401,Female,Transportation,,,,,,,,2018,Honda,CR-V,3700,No
85,22,5752309,GA,250/500,1000,1175.4,1000000,30303,Female,Manufacturing,,,,,,,,2017,Hyundai,Santa Fe,3900,Yes
35,49,4454667,WI,250/500,500,493.65,0,53703,Female,Manufacturing,2022-01-23,Vandalism,6888 Pine St,Madison,WI,12:21,1337.14,2024,Subaru,Forester,3500,No
47,38,5480566,VT,250/500,500,819.43,0,05401,Male,Retail,2024-02-20,Intersection,8105 Pine St,Burlington,VT,04:13,3686.72,2021,Tesla,Model Y,4400,No
6,40,8239130,VA,250/500,1000,561.81,0,23510,Female,Transportation,,,,,,,,2021,Tesla,Model Y,4400,Yes
97,67,6447719,ME,500/1000,500,764.41,0,04101,Female,Finance,,,,,,,,2013,Kia,Sorento,4100,No
4,52,7294536,IL,500/1000,500,587.17,2000000,60505,Male,Healthcare,,,,,,,,2020,Honda,Accord,3300,No
18,53,7076228,GA,250/500,500,698.44,1000000,31401,Female,Technology,2025-06-09,Intersection,6683 Pine St,Savannah,GA,11:26,1817.89,2021,Nissan,Rogue,3600,Yes
153,52,3130509,TN,500/1000,500,545.21,2000000,37203,Female,Hospitality,,,,,,,,2019,Nissan,Altima,3200,No
55,36,7482559,KY,500/1000,1000,930.29,1000000,40202,Male,Hospitality,,,,,,,,2013,Chevrolet,Malibu,3400,Yes
11,42,5243524,TN,250/500,500,1013.25,0,37902,Female,Manufacturing,,,,,,,,2018,Chevrolet,Silverado,4800,No
52,41,5101240,IL,250/500,1000,862.57,1000000,60505,Female,Education,2024-08-11,Vandalism,7268 Elm St,Aurora,IL,01:35,33974.14,2020,Honda,Civic,2900,No
148,69,1539498,VA,500/1000,500,577.84,0,23510,Male,Hospitality,2024-12-06,Theft,5132 Maple St,Norfolk,VA,18:52,3924.02,2018,Hyundai,Santa Fe,3900,No
74,18,1096892,GA,500/1000,500,975.15,0,30303,Female,Manufacturing,2020-06-17,Animal,2625 Pine St,Atlanta,GA,19:14,32094.35,2024,Ford,Explorer,4300,No
12,49,2906580,OH,500/1000,500,766.24,0,43215,Male,Hospitality,,,,,,,,2021,Toyota,Corolla,3000,No
94,39,2099230,NH,250/500,1000,738.33,0,03301,Female,Manufacturing,,,,,,,,2017,Chevrolet,Equinox,3700,No
300,45,4163759,GA,500/1000,1000,570.61,0,30303,Male,Manufacturing,,,,,,,,2018,Chevrolet,Equinox,3700,Yes
34,74,9532001,MI,250/500,500,1155.93,0,48201,Male,Retail,2020-11-13,Single vehicle,467 Elm St,Detroit,MI,14:35,3953.94,2017,Volkswagen,Tiguan,3800,No
8,37,6626621,WI,250/500,500,861.09,0,53202,Female,Education,2024-09-13,Theft,8237 Pine St,Milwaukee,WI,14:16,5542.88,2017,Toyota,Camry,3300,No
112,63,8569022,TN,500/1000,500,866.37,2000000,37902,Female,Transportation,,,,,,,,2019,Ford,Explorer,4300,No
46,40,7717789,WI,250/500,500,923.34,2000000,53703,Female,Finance,2021-07-17,Theft,8764 Elm St,Madison,WI,05:54,5159.68,2014,Honda,Accord,3300,Yes
5,44,5617586,IN,500/1000,1000,769.92,0,46802,Female,Technology,2022-09-09,Single vehicle,5862 Oak St,Fort Wayne,IN,09:50,18740.01,2013,Hyundai,Santa Fe,3900,No
55,63,4961259,AL,500/1000,1000,552.02,0,35801,Male,Transportation,2023-04-29,Theft,7341 Elm St,Huntsville,AL,11:17,8545.08,2011,Honda,Accord,3300,No
40,38,8419805,AL,500/1000,500,779.31,0,35203,Female,Education,2023-01-10,Animal,4215 Pine St,Birmingham,AL,23:13,578.36,2008,Toyota,RAV4,3600,No
91,37,3326892,VA,250/500,500,537.41,0,23219,Female,Healthcare,,,,,,,,2023,Nissan,Altima,3200,No
13,42,7467237,GA,250/500,500,649.57,0,30303,Male,Hospitality,,,,,,,,2016,Nissan,Altima,3200,No
6,40,4250824,KY,500/1000,500,453.44,0,40507,Male,Transportation,,,,,,,,2018,Jeep,Grand Cherokee,4800,No
13,49,1049560,IL,250/500,500,770.9,0,60505,Female,Retail,,,,,,,,2018,Jeep,Grand Cherokee,4800,No
13,63,3097076,VT,250/500,500,708.58,1000000,05602,Male,Manufacturing,,,,,,,,2018,Toyota,RAV4,3600,No
22,36,6792056,VA,250/500,500,893.69,0,23510,Male,Education,2025-07-11,Single vehicle,1529 Oak St,Norfolk,VA,01:38,739.89,2015,Subaru,Outback,3600,No
5,67,2235921,KY,250/500,500,983.14,0,40202,Male,Retail,,,,,,,,2019,Subaru,Forester,3500,No
39,19,7847678,MI,500/1000,1000,1120.44,1000000,48201,Female,Healthcare,2022-12-22,Vandalism,627 Pine St,Detroit,MI,23:09,5661.17,2021,Nissan,Rogue,3600,No
50,57,8954962,IL,250/500,1000,739.8,0,60505,Male,Healthcare,,,,,,,,2024,Kia,Sorento,4100,No
67,39,7156462,VT,500/1000,1000,810.15,2000000,05401,Male,Hospitality,,,,,,,,2017,Honda,Civic,2900,No
116,28,5778656,KY,250/500,500,831.06,1000000,40202,Male,Manufacturing,,,,,,,,2019,Honda,CR-V,3700,No
34,48,7503194,GA,250/500,500,713.76,1000000,31401,Male,Healthcare,2020-07-17,Animal,1048 Pine St,Savannah,GA,23:24,7663.86,2018,Ford,Explorer,4300,No
60,48,6816411,AL,250/500,500,714.15,0,35801,Male,Finance,2021-08-27,Theft,7462 Maple St,Huntsville,AL,16:19,3384.45,2013,Kia,Sportage,3500,No
22,47,9156073,KY,500/1000,1000,450.0,0,40202,Female,Finance,,,,,,,,2008,Nissan,Altima,3200,Yes
84,32,7626110,ME,500/1000,500,584.68,2000000,04401,Male,Transportation,,,,,,,,2017,Tesla,Model Y,4400,No
66,17,3204353,KY,500/1000,500,1018.27,0,40507,Male,Manufacturing,,,,,,,,2021,Tesla,Model 3,3600,Yes
17,60,6030022,KY,250/500,500,711.89,0,40202,Male,Finance,2023-11-13,Rear-end,4261 Oak St,Louisville,KY,05:09,4235.55,2014,Jeep,Cherokee,4200,No
71,60,2919477,TN,250/500,1000,817.75,1000000,37203,Male,Hospitality,2021-06-24,Animal,9244 Oak St,Nashville,TN,16:53,4631.48,2020,Toyota,Camry,3300,No
300,24,9528016,OH,250/500,1000,970.96,1000000,43215,Female,Finance,,,,,,,,2021,Tesla,Model 3,3600,No
60,41,6899213,VA,250/500,500,635.55,0,23219,Female,Transportation,,,,,,,,2016,Ford,Escape,3500,Yes
103,45,6474637,MI,500/1000,1000,626.03,0,49503,Female,Hospitality,,,,,,,,2011,Chevrolet,Silverado,4800,No
14,38,4949377,VA,250/500,500,709.46,2000000,23219,Male,Transportation,,,,,,,,2017,Hyundai,Santa Fe,3900,No
14,36,7285372,NC,500/1000,500,974.67,1000000,27601,Female,Hospitality,,,,,,,,2020,Nissan,Rogue,3600,No
49,34,8431101,WI,500/1000,500,870.91,0,53202,Female,Finance,2023-03-17,Single vehicle,1659 Oak St,Milwaukee,WI,17:15,3211.71,2016,Subaru,Forester,3500,Yes
50,49,9609992,OH,250/500,500,814.35,0,43215,Female,Education,2024-02-20,Single vehicle,3038 Oak St,Columbus,OH,19:00,609.77,2015,Ford,Explorer,4300,No
23,32,5320883,VA,250/500,500,710.18,2000000,23510,Female,Transportation,,,,,,,,2015,Volkswagen,Tiguan,3800,No
6,58,3266259,MI,500/1000,1000,1143.1,0,48201,Male,Transportation,2025-07-04,Vandalism,8779 Elm St,Detroit,MI,15:12,14317.09,2023,Toyota,Corolla,3000,No
71,23,1355791,NH,500/1000,500,961.79,0,03101,Male,Hospitality,2022-01-17,Intersection,7776 Oak St,Manchester,NH,07:41,12786.06,2014,Chevrolet,Equinox,3700,No
81,30,7891588,AL,250/500,500,719.07,1000000,35203,Female,Education,,,,,,,,2016,Volkswagen,Jetta,3000,Yes
19,56,3762868,WI,250/500,1000,565.44,0,53202,Male,Finance,2025-12-10,Vandalism,9485 Maple St,Milwaukee,WI,09:31,3096.67,2016,Subaru,Forester,3500,No
19,58,2593881,VT,500/1000,500,1027.6,0,05401,Female,Hospitality,2023-04-09,Vandalism,6457 Maple St,Burlington,VT,07:45,2009.24,2017,Jeep,Cherokee,4200,No
15,62,2682379,NC,250/500,500,949.59,0,28202,Female,Technology,,,,,,,,2019,Volkswagen,Tiguan,3800,Yes
10,55,4586067,OH,500/1000,500,910.93,0,43215,Male,Hospitality,2022-03-12,Theft,5742 Oak St,Columbus,OH,15:09,468.27,2008,Jeep,Cherokee,4200,No
5,49,3296887,AL,500/1000,1000,450.0,1000000,35203,Female,Education,,,,,,,,2006,Toyota,Camry,3300,Yes
43,17,9668749,AL,500/1000,1000,690.63,0,35801,Male,Hospitality,,,,,,,,2020,Honda,Accord,3300,No
118,29,5252350,SC,500/1000,500,676.84,0,29201,Female,Finance,,,,,,,,2019,Volkswagen,Tiguan,3800,No
158,17,8004724,NC,250/500,500,565.01,1000000,27601,Female,Technology,2024-01-03,Vandalism,2165 Elm St,Raleigh,NC,15:46,10726.11,2018,Ford,F-150,4600,No
23,42,6605313,KY,500/1000,500,775.68,1000000,40507,Female,Education,,,,,,,,2021,Jeep,Grand Cherokee,4800,Yes
75,17,9351718,VA,500/1000,1000,658.38,0,23219,Male,Manufacturing,2022-10-14,Theft,5702 Maple St,Richmond,VA,09:23,17513.22,2011,Kia,Sorento,4100,No
40,63,3322626,SC,250/500,1000,515.97,1000000,29401,Male,Technology,2024-08-17,Single vehicle,8877 Pine St,Charleston,SC,06:12,5784.96,2011,Toyota,Corolla,3000,Yes
25,60,6257708,WI,250/500,500,963.14,2000000,53202,Female,Technology,2024-09-30,Vandalism,2973 Oak St,Milwaukee,WI,01:49,19250.9,2014,Toyota,RAV4,3600,No
154,37,3393808,TN,250/500,1000,839.41,0,37902,Female,Education,2021-04-28,Vandalism,6591 Elm St,Knoxville,TN,14:08,7030.82,2023,Honda,Civic,2900,Yes
19,24,9157709,VT,250/500,500,1204.94,0,05401,Female,Transportation,2023-05-07,Animal,8858 Oak St,Burlington,VT,09:46,7824.68,2014,Toyota,Camry,3300,No
163,42,4873567,IL,500/1000,1000,694.43,1000000,60505,Female,Technology,,,,,,,,2015,Jeep,Cherokee,4200,No
57,38,6976475,SC,500/1000,1000,1101.19,0,29401,Female,Transportation,2020-12-03,Single vehicle,2866 Oak St,Charleston,SC,15:08,10243.92,2015,Chevrolet,Malibu,3400,Yes
3,46,4650743,VA,500/1000,500,962.9,0,23510,Female,Manufacturing,,,,,,,,2017,Hyundai,Elantra,2800,No
27,42,8600765,TN,250/500,1000,579.19,1000000,37203,Female,Finance,2020-04-22,Intersection,360 Maple St,Nashville,TN,17:16,11013.63,2020,Kia,Sportage,3500,Yes
5,43,9100529,KY,500/1000,500,606.77,0,40202,Male,Education,,,,,,,,2019,Toyota,RAV4,3600,No
7,18,8203463,OH,250/500,500,862.13,0,44114,Male,Technology,2024-06-05,Theft,8272 Oak St,Cleveland,OH,06:15,2354.01,2018,Subaru,Forester,3500,No
197,35,3041153,IL,250/500,500,507.81,0,60505,Female,Education,,,,,,,,2013,Nissan,Rogue,3600,No
74,49,4815588,NC,500/1000,500,709.94,1000000,27601,Male,Technology,,,,,,,,2022,Nissan,Altima,3200,No
1,41,6869456,NH,500/1000,500,559.78,2000000,03301,Female,Technology,,,,,,,,2009,Tesla,Model Y,4400,Yes
14,41,1872215,VA,500/1000,500,778.68,0,23510,Female,Transportation,,,,,,,,2017,Honda,Civic,2900,No
9,56,1076048,NH,250/500,1000,628.82,2000000,03101,Female,Finance,,,,,,,,2016,Jeep,Grand Cherokee,4800,Yes
55,67,4984349,IN,250/500,500,489.73,0,46802,Male,Retail,,,,,,,,2014,Hyundai,Elantra,2800,No
35,17,7815503,GA,250/500,1000,778.85,2000000,31401,Female,Transportation,,,,,,,,2014,Toyota,Camry,3300,No
43,46,3454791,KY,250/500,1000,481.11,0,40202,Female,Hospitality,2021-04-03,Single vehicle,2311 Elm St,Louisville,KY,18:04,3356.0,2015,Honda,Civic,2900,No
22,37,2283424,KY,250/500,1000,874.17,0,40202,Female,Transportation,,,,,,,,2014,Hyundai,Santa Fe,3900,No
38,42,2342697,NH,500/1000,500,573.45,2000000,03301,Female,Retail,,,,,,,,2014,Nissan,Altima,3200,No
159,34,9722371,MI,250/500,1000,672.17,0,48201,Male,Transportation,,,,,,,,2010,Honda,Accord,3300,No
35,45,2042211,NH,250/500,500,772.34,0,03101,Female,Technology,,,,,,,,2019,Ford,Escape,3500,No
68,42,8727091,VT,250/500,1000,604.61,0,05602,Female,Hospitality,,,,,,,,2014,Tesla,Model 3,3600,No
14,49,3151397,IL,250/500,500,710.27,0,60505,Male,Retail,,,,,,,,2016,Nissan,Rogue,3600,No
24,58,3060104,IN,250/500,500,845.84,0,46802,Female,Retail,,,,,,,,2005,Nissan,Rogue,3600,Yes
23,33,5639396,MI,500/1000,1000,670.66,1000000,48201,Male,Hospitality,2021-01-18,Theft,7606 Pine St,Detroit,MI,07:37,14585.01,2010,Kia,Sportage,3500,No
152,29,8551552,SC,250/500,500,558.33,0,29401,Male,Technology,,,,,,,,2022,Hyundai,Elantra,2800,No
75,46,9616357,NC,250/500,500,769.97,0,27601,Male,Education,2022-12-30,Single vehicle,7190 Oak St,Raleigh,NC,22:15,5626.46,2019,Jeep,Grand Cherokee,4800,No
3,28,9439991,AL,250/500,500,450.0,0,35801,Female,Education,2024-03-02,Animal,246 Pine St,Huntsville,AL,11:05,3476.1,2016,Ford,Escape,3500,No
161,34,5792755,KY,500/1000,1000,450.0,2000000,40202,Male,Healthcare,,,,,,,,2010,Toyota,Corolla,3000,No
12,35,6955109,GA,250/500,500,706.34,0,31401,Female,Technology,2024-03-29,Animal,2269 Oak St,Savannah,GA,09:23,12866.52,2022,Chevrolet,Silverado,4800,No
15,51,9260964,OH,500/1000,500,685.99,1000000,44114,Female,Manufacturing,,,,,,,,2016,Honda,CR-V,3700,No
61,31,7374127,GA,500/1000,500,890.26,0,30303,Female,Retail,,,,,,,,2021,Ford,Explorer,4300,No
98,21,3567247,MI,500/1000,500,1131.86,0,48201,Male,Transportation,,,,,,,,2019,Toyota,Camry,3300,No
14,30,5255400,AL,250/500,500,525.11,0,35801,Male,Finance,2024-05-06,Intersection,2203 Oak St,Huntsville,AL,17:38,2723.78,2016,Subaru,Forester,3500,No
89,27,4992372,VT,250/500,500,658.52,1000000,05602,Female,Retail,,,,,,,,2017,Honda,Civic,2900,No
64,52,1384965,GA,500/1000,500,455.9,0,31401,Male,Technology,2022-10-16,Intersection,5763 Elm St,Savannah,GA,05:54,2064.29,2010,Chevrolet,Equinox,3700,Yes
30,22,4655338,IN,500/1000,500,835.65,0,46802,Female,Finance,,,,,,,,2015,Toyota,Camry,3300,No
56,45,9236038,OH,250/500,500,1157.97,0,43215,Female,Finance,,,,,,,,2017,Kia,Sportage,3500,No
17,36,9606711,KY,250/500,1000,749.65,1000000,40507,Male,Retail,,,,,,,,2009,Toyota,Camry,3300,No
7,52,2241621,MI,500/1000,500,1013.49,1000000,48201,Male,Manufacturing,,,,,,,,2017,Honda,Accord,3300,No
22,75,5241030,GA,250/500,500,639.75,0,30303,Female,Healthcare,,,,,,,,2013,Honda,Accord,3300,No
76,46,2092721,AL,250/500,500,663.41,1000000,35801,Male,Education,,,,,,,,2019,Toyota,Corolla,3000,No
9,30,8997532,VT,250/500,1000,799.37,0,05602,Female,Finance,,,,,,,,2018,Honda,Civic,2900,Yes
58,57,8645338,IL,250/500,1000,475.94,0,60601,Male,Healthcare,,,,,,,,2013,Chevrolet,Silverado,4800,No
99,23,3943603,GA,250/500,500,1312.62,0,31401,Male,Finance,2025-06-19,Theft,1259 Elm St,Savannah,GA,11:26,12984.22,2019,Hyundai,Elantra,2800,No
31,42,2619545,AL,250/500,1000,706.89,0,35801,Male,Finance,,,,,,,,2013,Hyundai,Elantra,2800,No
77,24,4969729,MI,250/500,500,751.48,2000000,49503,Female,Transportation,2020-12-13,Single vehicle,1044 Pine St,Grand Rapids,MI,13:13,6265.25,2005,Chevrolet,Malibu,3400,Yes
31,27,9096834,ME,500/1000,1000,1011.43,0,04401,Female,Retail,,,,,,,,2013,Chevrolet,Equinox,3700,No
29,41,5293623,NH,250/500,500,654.58,0,03101,Male,Healthcare,,,,,,,,2018,Tesla,Model 3,3600,No
107,28,7083714,IN,500/1000,500,566.82,0,46802,Male,Finance,2021-03-07,Rear-end,3068 Elm St,Fort Wayne,IN,20:30,14056.96,2022,Honda,Accord,3300,No
49,65,2574844,MI,500/1000,500,570.37,2000000,48201,Female,Manufacturing,,,,,,,,2014,Honda,Civic,2900,No
14,29,2638049,OH,250/500,500,835.74,0,44114,Female,Retail,,,,,,,,2019,Volkswagen,Jetta,3000,No
64,47,7453177,IN,250/500,500,707.98,1000000,46204,Female,Hospitality,2022-09-13,Rear-end,9356 Maple St,Indianapolis,IN,02:06,6615.49,2010,Chevrolet,Malibu,3400,No
233,26,2361172,TN,250/500,500,888.33,0,37902,Female,Transportation,,,,,,,,2021,Kia,Sorento,4100,No
19,44,7323611,AL,500/1000,500,823.48,2000000,35203,Male,Transportation,2024-07-20,Theft,3915 Pine St,Birmingham,AL,15:07,2033.11,2022,Tesla,Model Y,4400,Yes
38,63,2335345,WI,250/500,1000,1283.25,0,53703,Female,Retail,2022-07-19,Animal,4464 Maple St,Madison,WI,02:14,1602.62,2023,Hyundai,Santa Fe,3900,No
35,47,1997663,AL,250/500,500,625.44,0,35203,Male,Retail,2022-11-29,Animal,9559 Elm St,Birmingham,AL,09:00,4355.12,2006,Tesla,Model 3,3600,No
174,39,6642588,WI,250/500,1000,450.0,1000000,53202,Female,Hospitality,,,,,,,,2016,Subaru,Outback,3600,No
5,34,5908408,MI,500/1000,500,1107.49,0,49503,Female,Finance,2025-10-09,Vandalism,3070 Pine St,Grand Rapids,MI,08:06,5306.31,2019,Subaru,Forester,3500,Yes
5,36,6821022,NC,500/1000,500,721.7,0,28202,Female,Manufacturing,,,,,,,,2017,Chevrolet,Equinox,3700,Yes
42,71,4361728,TN,250/500,500,717.1,0,37902,Female,Technology,2021-01-24,Theft,3152 Pine St,Knoxville,TN,11:34,1697.86,2016,Honda,Civic,2900,No
99,52,8601969,IN,250/500,500,652.22,2000000,46802,Male,Education,,,,,,,,2011,Volkswagen,Jetta,3000,Yes
21,51,6666278,MI,250/500,500,883.32,0,49503,Male,Finance,2023-10-02,Theft,9403 Elm St,Grand Rapids,MI,20:10,2673.87,2018,Toyota,Camry,3300,No
88,25,8560259,IN,500/1000,500,726.73,0,46802,Male,Hospitality,,,,,,,,2014,Hyundai,Elantra,2800,No
69,20,3557411,MI,250/500,500,879.21,0,48201,Male,Technology,2020-04-30,Theft,4406 Maple St,Detroit,MI,14:46,20092.34,2015,Toyota,RAV4,3600,Yes
12,50,4054146,NC,250/500,1000,960.5,1000000,28202,Female,Healthcare,2024-04-27,Intersection,2165 Elm St,Charlotte,NC,16:35,24453.74,2017,Nissan,Altima,3200,Yes
84,43,6084710,GA,500/1000,1000,648.66,2000000,31401,Female,Transportation,2020-11-20,Animal,6065 Elm St,Savannah,GA,16:53,538.8,2015,Subaru,Outback,3600,Yes
58,51,5950233,OH,250/500,500,982.23,0,44114,Female,Technology,2021-12-24,Theft,7568 Maple St,Cleveland,OH,12:43,2005.77,2014,Ford,F-150,4600,No
58,54,3157939,NC,500/1000,500,1090.74,0,28202,Female,Hospitality,,,,,,,,2019,Tesla,Model Y,4400,No
17,66,7706413,GA,250/500,500,558.39,1000000,31401,Female,Finance,,,,,,,,2009,Ford,Explorer,4300,No
1,39,6607389,OH,250/500,500,1074.53,0,44114,Male,Manufacturing,,,,,,,,2017,Chevrolet,Silverado,4800,No
8,18,3751910,SC,250/500,1000,1183.29,0,29201,Male,Healthcare,,,,,,,,2020,Kia,Sportage,3500,No
36,74,8692894,VA,250/500,500,847.21,1000000,23510,Female,Technology,2023-03-05,Vandalism,3176 Maple St,Norfolk,VA,23:14,2313.59,2017,Chevrolet,Silverado,4800,No
