months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
10,26,5425837,TN,250/500,1000,1040.58,1000000,37203,Male,Transportation,2022-05-31,Vandalism,4717 Pine St,Nashville,TN,03:12,1074.6,2021,Ford,F-150,4600,Yes
2,38,7608651,AL,250/500,500,1131.79,0,35801,Female,Finance,2021-05-14,Theft,2856 Elm St,Huntsville,AL,21:36,6301.21,2021,Tesla,Model 3,3600,Yes
6,54,7269546,SC,250/500,1000,630.48,0,29401,Female,Manufacturing,2023-01-30,Rear-end,9520 Maple St,Charleston,SC,21:41,4754.72,2012,Honda,Civic,2900,No
137,36,5005882,VA,250/500,500,640.99,2000000,23219,Male,Retail,2022-06-03,Intersection,5095 Oak St,Richmond,VA,03:15,11239.23,2020,Jeep,Grand Cherokee,4800,Yes
1,71,5156260,SC,500/1000,1000,847.55,1000000,29401,Female,Healthcare,2022-03-15,Theft,4314 Pine St,Charleston,SC,06:22,9157.92,2015,Ford,F-150,4600,No
27,35,6515157,TN,250/500,500,542.26,1000000,37902,Male,Retail,2025-01-21,Theft,7174 Oak St,Knoxville,TN,01:25,5783.12,2018,Ford,F-150,4600,No
68,48,4405611,VA,250/500,500,950.5,1000000,23510,Female,Education,2024-10-13,Intersection,3074 Pine St,Norfolk,VA,00:36,1926.19,2015,Jeep,Grand Cherokee,4800,No
1,56,9366583,OH,250/500,1000,1051.66,1000000,44114,Female,Transportation,2022-12-13,Single vehicle,7204 Oak St,Cleveland,OH,14:14,6049.7,2021,Chevrolet,Silverado,4800,Yes
33,36,6528410,TN,250/500,500,861.13,0,37203,Male,Manufacturing,2021-07-22,Single vehicle,4586 Elm St,Nashville,TN,13:01,3499.23,2019,Honda,Civic,2900,Yes
57,68,6711405,MI,500/1000,500,519.4,1000000,48201,Female,Healthcare,2024-05-09,Rear-end,9569 Oak St,Detroit,MI,20:09,4832.03,2018,Tesla,Model 3,3600,No
45,41,2585986,VA,250/500,500,680.22,1000000,23219,Male,Retail,2023-12-22,Intersection,5222 Maple St,Richmond,VA,21:02,5089.32,2024,Subaru,Outback,3600,Yes
11,48,7682574,TN,250/500,1000,991.05,1000000,37203,Male,Education,2020-08-27,Intersection,7232 Oak St,Nashville,TN,15:33,2792.46,2020,Ford,F-150,4600,No
18,57,2651930,NC,250/500,500,712.46,0,27601,Female,Finance,2024-09-28,Vandalism,8998 Elm St,Raleigh,NC,20:34,2184.86,2011,Honda,Civic,2900,No
36,48,6259870,IL,250/500,500,1022.54,0,60601,Male,Transportation,2023-09-26,Theft,4200 Oak St,Chicago,IL,19:07,1454.33,2012,Tesla,Model 3,3600,Yes
8,40,4635304,VT,250/500,500,554.63,0,05602,Male,Manufacturing,2024-02-24,Intersection,3101 Oak St,Montpelier,VT,15:54,1545.43,2021,Ford,F-150,4600,No
31,55,7384609,NH,500/1000,500,709.49,1000000,03301,Male,Retail,2023-04-27,Rear-end,1943 Elm St,Concord,NH,15:39,4188.3,2014,Toyota,Camry,3300,No
2,34,3948446,VA,250/500,1000,844.39,1000000,23219,Female,Retail,2020-04-24,Single vehicle,7245 Maple St,Richmond,VA,02:31,7330.99,2014,Hyundai,Elantra,2800,No
28,50,5637137,OH,500/1000,1000,944.16,1000000,44114,Female,Transportation,2021-06-02,Vandalism,3040 Maple St,Cleveland,OH,09:08,1920.67,2017,Hyundai,Elantra,2800,Yes
7,34,9014513,ME,250/500,1000,638.6,1000000,04101,Male,Manufacturing,2021-03-25,Intersection,5104 Maple St,Portland,ME,08:04,1680.4,2017,Ford,F-150,4600,No
31,38,4935432,VA,250/500,1000,815.31,1000000,23219,Male,Technology,2021-09-13,Vandalism,1408 Pine St,Richmond,VA,09:09,12901.34,2020,Ford,F-150,4600,Yes
157,55,1897978,NC,250/500,500,642.35,2000000,27601,Male,Retail,2024-01-16,Vandalism,8846 Maple St,Raleigh,NC,12:15,9066.63,2022,Ford,F-150,4600,No
5,70,3221447,IN,500/1000,500,767.2,0,46204,Male,Healthcare,2021-02-12,Rear-end,7852 Oak St,Indianapolis,IN,02:48,5501.99,2022,Chevrolet,Silverado,4800,No
1,41,7705882,AL,500/1000,1000,830.37,0,35801,Female,Education,2024-08-06,Rear-end,7251 Oak St,Huntsville,AL,02:57,9097.99,2009,Jeep,Grand Cherokee,4800,No
195,46,6777291,IN,500/1000,1000,791.61,2000000,46802,Female,Transportation,2023-03-01,Animal,5928 Maple St,Fort Wayne,IN,05:18,10548.49,2015,Subaru,Outback,3600,No
11,37,7467150,AL,250/500,500,656.11,0,35203,Male,Finance,2021-03-15,Theft,7611 Oak St,Birmingham,AL,11:29,13186.05,2024,Toyota,Camry,3300,Yes
16,36,1055094,NC,500/1000,1000,562.89,0,28202,Female,Healthcare,2025-05-23,Theft,6353 Pine St,Charlotte,NC,14:05,20380.12,2011,Jeep,Grand Cherokee,4800,No
13,45,9659181,OH,250/500,500,917.58,0,43215,Female,Healthcare,2022-01-10,Intersection,6804 Pine St,Columbus,OH,22:48,5807.84,2012,Chevrolet,Silverado,4800,No
161,64,5928664,WI,500/1000,500,687.01,0,53703,Male,Finance,2022-11-13,Animal,3146 Pine St,Madison,WI,02:30,13769.0,2018,Chevrolet,Silverado,4800,No
58,50,2793588,VA,250/500,1000,812.71,0,23510,Female,Hospitality,2022-04-23,Theft,9893 Oak St,Norfolk,VA,14:16,1381.51,2007,Ford,F-150,4600,No
4,48,5300053,VA,250/500,500,877.38,0,23510,Male,Education,2020-09-03,Intersection,2822 Maple St,Norfolk,VA,04:41,1790.74,2016,Subaru,Outback,3600,No
196,40,6165522,GA,500/1000,500,517.59,0,30303,Male,Healthcare,2023-02-27,Single vehicle,5506 Oak St,Atlanta,GA,21:04,12180.01,2015,Ford,F-150,4600,No
80,51,5647072,IL,250/500,500,935.04,0,60505,Male,Education,2022-02-01,Intersection,3902 Oak St,Aurora,IL,06:31,1744.8,2023,Tesla,Model 3,3600,Yes
22,42,1331612,WI,250/500,1000,633.39,0,53202,Female,Hospitality,2022-02-17,Animal,2784 Elm St,Milwaukee,WI,05:42,4198.83,2016,Ford,F-150,4600,No
16,23,9322828,NC,500/1000,500,1199.57,1000000,28202,Male,Hospitality,2020-04-06,Single vehicle,5668 Pine St,Charlotte,NC,01:01,11155.14,2016,Jeep,Grand Cherokee,4800,Yes
84,60,9645724,NH,250/500,500,666.04,1000000,03301,Female,Hospitality,2021-01-29,Rear-end,8994 Elm St,Concord,NH,17:14,1410.15,2018,Hyundai,Elantra,2800,Yes
23,44,8813290,WI,250/500,1000,490.53,1000000,53703,Male,Healthcare,2020-05-26,Single vehicle,4404 Elm St,Madison,WI,03:05,5534.96,2015,Toyota,Camry,3300,Yes
131,26,4840377,NH,250/500,1000,450.0,0,03101,Male,Finance,2024-04-16,Theft,3800 Maple St,Manchester,NH,19:30,17775.33,2012,Tesla,Model 3,3600,No
19,17,5467944,TN,250/500,500,1347.79,0,37902,Female,Education,2024-01-31,Rear-end,8525 Oak St,Knoxville,TN,18:53,13472.52,2012,Honda,Civic,2900,Yes
1,41,1186508,GA,250/500,1000,690.41,0,30303,Male,Hospitality,2025-06-21,Vandalism,5928 Oak St,Atlanta,GA,05:45,7183.8,2012,Hyundai,Elantra,2800,Yes
17,51,4654373,TN,250/500,1000,865.52,0,37902,Male,Hospitality,2020-05-02,Vandalism,3030 Elm St,Knoxville,TN,01:55,1190.71,2014,Toyota,Camry,3300,No
117,73,4934965,SC,500/1000,500,660.68,0,29401,Female,Retail,2024-06-12,Single vehicle,5678 Elm St,Charleston,SC,01:21,3415.58,2015,Chevrolet,Silverado,4800,No
56,43,3866335,ME,250/500,500,554.24,0,04401,Female,Transportation,2024-03-31,Vandalism,4506 Elm St,Bangor,ME,19:12,4307.44,2015,Subaru,Outback,3600,No
24,52,8850885,TN,500/1000,500,941.25,2000000,37902,Male,Manufacturing,2023-06-02,Rear-end,2380 Oak St,Knoxville,TN,01:35,4944.24,2017,Tesla,Model 3,3600,No
300,28,2281071,NH,500/1000,500,450.0,0,03301,Female,Transportation,2021-09-13,Rear-end,6362 Pine St,Concord,NH,08:22,2701.41,2015,Chevrolet,Silverado,4800,No
98,42,3575885,MI,250/500,500,699.52,2000000,48201,Female,Retail,2020-04-08,Animal,8776 Maple St,Detroit,MI,00:31,4559.15,2015,Toyota,Camry,3300,Yes
6,47,1075745,ME,250/500,500,1051.91,0,04101,Female,Retail,2022-05-17,Rear-end,9737 Pine St,Portland,ME,14:45,3417.46,2013,Subaru,Outback,3600,No
16,39,4568991,AL,250/500,1000,749.64,0,35203,Male,Retail,2022-08-21,Vandalism,2854 Maple St,Birmingham,AL,22:06,5920.32,2014,Hyundai,Elantra,2800,No
78,31,2798698,WI,250/500,1000,627.78,2000000,53703,Male,Technology,2024-08-26,Intersection,1982 Elm St,Madison,WI,13:05,1288.65,2019,Tesla,Model 3,3600,No
138,62,6080827,MI,250/500,500,821.91,1000000,48201,Female,Finance,2022-05-29,Intersection,3622 Pine St,Detroit,MI,21:47,12101.86,2024,Chevrolet,Silverado,4800,No
5,61,6874718,SC,500/1000,1000,803.52,0,29201,Female,Education,2023-11-09,Single vehicle,257 Oak St,Columbia,SC,14:01,3835.83,2018,Hyundai,Elantra,2800,No
36,60,5274664,NH,250/500,1000,787.14,0,03301,Female,Technology,2023-02-13,Intersection,589 Elm St,Concord,NH,17:31,38017.92,2019,Honda,Civic,2900,No
63,31,6441345,NH,500/1000,500,754.99,0,03101,Male,Education,2024-07-16,Intersection,427 Oak St,Manchester,NH,14:25,4015.2,2022,Subaru,Outback,3600,Yes
14,42,5167247,WI,250/500,500,988.7,0,53202,Male,Hospitality,2020-09-22,Vandalism,5884 Pine St,Milwaukee,WI,15:48,2061.87,2018,Ford,F-150,4600,No
11,41,4738994,NH,250/500,1000,450.0,1000000,03301,Male,Education,2023-11-28,Single vehicle,5042 Pine St,Concord,NH,23:09,538.7,2011,Honda,Civic,2900,No
5,62,2093326,AL,500/1000,500,971.0,0,35801,Male,Transportation,2023-12-16,Vandalism,4597 Oak St,Huntsville,AL,07:10,7895.87,2024,Ford,F-150,4600,No
28,45,9509799,IL,500/1000,1000,609.3,0,60601,Male,Technology,2025-11-29,Theft,7632 Elm St,Chicago,IL,01:17,7810.88,2014,Chevrolet,Silverado,4800,No
1,66,5907958,TN,250/500,500,944.16,0,37902,Male,Manufacturing,2022-12-17,Intersection,1564 Elm St,Knoxville,TN,09:28,2890.2,2018,Tesla,Model 3,3600,No
26,56,9695450,SC,250/500,500,957.6,0,29201,Female,Education,2023-04-19,Intersection,654 Oak St,Columbia,SC,23:50,27643.34,2021,Hyundai,Elantra,2800,No
23,39,8639015,SC,250/500,500,601.28,0,29401,Female,Retail,2022-07-13,Vandalism,1780 Pine St,Charleston,SC,23:33,30006.14,2014,Tesla,Model 3,3600,No
23,37,4697029,IL,250/500,1000,1042.47,0,60601,Female,Education,2025-07-05,Single vehicle,651 Maple St,Chicago,IL,05:41,10352.07,2021,Chevrolet,Silverado,4800,No
95,38,9406452,AL,250/500,1000,884.15,0,35801,Male,Technology,2021-07-02,Theft,2766 Elm St,Huntsville,AL,21:00,3384.18,2010,Subaru,Outback,3600,Yes
85,63,8876495,ME,250/500,500,450.0,0,04101,Female,Hospitality,2020-12-17,Rear-end,2701 Pine St,Portland,ME,12:41,2254.07,2015,Jeep,Grand Cherokee,4800,Yes
94,67,4780230,TN,250/500,500,819.74,2000000,37902,Female,Transportation,2022-08-11,Intersection,6582 Pine St,Knoxville,TN,02:54,15605.73,2021,Toyota,Camry,3300,Yes
35,17,6834627,VT,500/1000,1000,867.02,0,05401,Female,Technology,2024-07-13,Single vehicle,4665 Maple St,Burlington,VT,17:55,5127.8,2011,Subaru,Outback,3600,No
96,29,4130546,MI,250/500,500,811.86,2000000,49503,Female,Hospitality,2020-08-01,Rear-end,7720 Oak St,Grand Rapids,MI,18:55,1111.1,2012,Honda,Civic,2900,No
97,54,2437750,IN,250/500,500,895.64,0,46204,Male,Healthcare,2025-11-30,Animal,8269 Pine St,Indianapolis,IN,23:16,3194.25,2024,Ford,F-150,4600,Yes
80,59,5121295,VA,250/500,500,663.63,0,23510,Female,Transportation,2021-07-01,Theft,2798 Pine St,Norfolk,VA,06:58,3948.44,2011,Tesla,Model 3,3600,No
4,65,4982221,NC,500/1000,500,512.72,1000000,28202,Male,Healthcare,2023-10-12,Single vehicle,7172 Elm St,Charlotte,NC,12:46,2102.54,2008,Chevrolet,Silverado,4800,No
7,43,4532320,NC,250/500,1000,960.33,0,28202,Male,Education,2022-08-30,Rear-end,7442 Maple St,Charlotte,NC,13:46,5444.44,2018,Jeep,Grand Cherokee,4800,No
49,23,4751191,TN,500/1000,1000,767.37,0,37203,Male,Education,2022-10-24,Animal,404 Pine St,Nashville,TN,06:03,6557.13,2015,Subaru,Outback,3600,Yes
4,34,4932912,MI,500/1000,1000,839.86,0,49503,Male,Technology,2022-11-22,Single vehicle,2458 Oak St,Grand Rapids,MI,04:13,31475.98,2014,Hyundai,Elantra,2800,No
29,46,2294162,VT,250/500,500,479.3,2000000,05602,Male,Education,2022-05-22,Theft,3386 Elm St,Montpelier,VT,13:07,5818.95,2015,Honda,Civic,2900,No
3,27,7976154,TN,250/500,500,593.24,2000000,37203,Female,Education,2024-09-21,Rear-end,7258 Pine St,Nashville,TN,09:04,941.7,2020,Hyundai,Elantra,2800,Yes
11,78,7734638,NH,250/500,500,1054.22,0,03301,Female,Manufacturing,2023-04-06,Animal,8162 Maple St,Concord,NH,23:27,3620.82,2010,Jeep,Grand Cherokee,4800,No
16,25,7557369,NC,500/1000,500,692.76,0,27601,Female,Retail,2025-05-29,Rear-end,5207 Oak St,Raleigh,NC,23:04,3799.49,2018,Subaru,Outback,3600,No
94,31,3885072,IL,250/500,1000,584.8,0,60601,Male,Retail,2021-07-13,Vandalism,6871 Oak St,Chicago,IL,07:33,19559.49,2017,Toyota,Camry,3300,No
15,64,4292772,KY,500/1000,1000,899.73,0,40202,Female,Transportation,2023-06-21,Intersection,3338 Maple St,Louisville,KY,09:02,723.88,2010,Subaru,Outback,3600,No
10,48,9585332,OH,250/500,500,734.34,0,44114,Female,Finance,2024-08-22,Animal,2045 Pine St,Cleveland,OH,07:47,1012.16,2012,Tesla,Model 3,3600,No
90,58,7237178,SC,250/500,1000,586.71,0,29201,Male,Technology,2024-01-27,Intersection,2153 Oak St,Columbia,SC,04:42,708.08,2013,Hyundai,Elantra,2800,No
209,46,4282651,KY,500/1000,500,1057.44,0,40507,Female,Hospitality,2023-08-25,Theft,3137 Oak St,Lexington,KY,16:05,852.3,2023,Tesla,Model 3,3600,No
21,54,1152981,OH,250/500,500,871.17,0,43215,Female,Retail,2025-02-25,Theft,290 Pine St,Columbus,OH,16:48,1482.77,2017,Subaru,Outback,3600,No
22,24,6373050,TN,250/500,500,899.74,0,37203,Male,Finance,2025-07-17,Single vehicle,5620 Elm St,Nashville,TN,19:08,2760.2,2017,Hyundai,Elantra,2800,Yes
5,39,2081690,OH,250/500,500,674.13,0,44114,Female,Manufacturing,2023-01-09,Rear-end,8568 Maple St,Cleveland,OH,04:56,1260.06,2005,Toyota,Camry,3300,No
43,35,5972233,TN,250/500,500,907.43,0,37902,Male,Hospitality,2020-04-28,Theft,7349 Pine St,Knoxville,TN,23:40,5818.19,2023,Honda,Civic,2900,No
8,17,1831646,IN,250/500,500,874.79,0,46802,Male,Retail,2023-05-03,Intersection,8882 Maple St,Fort Wayne,IN,02:57,2031.97,2012,Hyundai,Elantra,2800,Yes
20,42,7945957,SC,500/1000,1000,486.49,1000000,29201,Female,Healthcare,2025-02-04,Theft,2114 Oak St,Columbia,SC,05:22,15387.88,2013,Jeep,Grand Cherokee,4800,No
27,54,4294082,IN,250/500,500,454.0,0,46802,Male,Healthcare,2023-02-16,Vandalism,7595 Elm St,Fort Wayne,IN,22:12,1727.6,2009,Tesla,Model 3,3600,Yes
153,46,6827699,VT,250/500,500,573.12,0,05401,Female,Healthcare,2023-02-04,Single vehicle,9287 Maple St,Burlington,VT,09:21,6326.47,2017,Toyota,Camry,3300,No
102,61,3602988,MI,250/500,500,450.0,0,48201,Female,Finance,2020-06-02,Vandalism,7142 Pine St,Detroit,MI,18:26,920.79,2014,Tesla,Model 3,3600,No
2,48,3872440,WI,500/1000,500,658.7,0,53202,Female,Hospitality,2020-02-19,Single vehicle,322 Maple St,Milwaukee,WI,06:21,8246.0,2017,Hyundai,Elantra,2800,No
79,58,8246638,VA,250/500,1000,535.58,0,23510,Female,Education,2024-11-23,Vandalism,2812 Elm St,Norfolk,VA,08:17,1465.35,2018,Tesla,Model 3,3600,No
2,55,1114234,OH,250/500,1000,669.45,0,44114,Male,Hospitality,2025-12-20,Theft,4153 Maple St,Cleveland,OH,07:39,1954.71,2015,Subaru,Outback,3600,No
33,27,1318809,NC,250/500,500,933.71,0,27601,Female,Healthcare,2022-01-26,Animal,4317 Pine St,Raleigh,NC,16:57,2427.85,2016,Ford,F-150,4600,No
6,40,1372548,VT,500/1000,500,806.45,0,05401,Male,Technology,2023-06-14,Animal,3163 Oak St,Burlington,VT,07:15,1249.95,2018,Hyundai,Elantra,2800,No
36,33,3610898,IN,500/1000,500,688.26,1000000,46204,Female,Technology,2023-09-18,Single vehicle,7287 Oak St,Indianapolis,IN,22:24,1205.5,2017,Jeep,Grand Cherokee,4800,No
20,26,9877184,KY,500/1000,500,565.27,0,40202,Female,Transportation,2020-03-20,Single vehicle,6489 Maple St,Louisville,KY,18:22,1297.71,2019,Tesla,Model 3,3600,Yes
33,62,7738092,NH,250/500,1000,781.11,0,03301,Female,Technology,2025-01-20,Theft,1067 Pine St,Concord,NH,14:34,23814.57,2014,Ford,F-150,4600,No
2,37,7102019,NH,250/500,500,633.99,1000000,03101,Male,Retail,2025-08-30,Theft,8991 Oak St,Manchester,NH,11:09,15349.15,2022,Jeep,Grand Cherokee,4800,No
25,68,8410363,MI,250/500,500,491.02,0,48201,Male,Transportation,2021-07-26,Single vehicle,9490 Pine St,Detroit,MI,16:13,628.57,2019,Honda,Civic,2900,No
50,38,6639450,VT,250/500,500,627.24,0,05602,Female,Education,2023-06-15,Intersection,6860 Oak St,Montpelier,VT,09:38,2765.67,2016,Tesla,Model 3,3600,No
7,59,1435062,AL,250/500,1000,503.84,0,35801,Male,Finance,2020-12-27,Single vehicle,8220 Oak St,Huntsville,AL,04:33,2804.84,2018,Chevrolet,Silverado,4800,No
16,27,8935735,TN,500/1000,500,721.9,0,37203,Female,Hospitality,2024-12-08,Theft,6739 Oak St,Nashville,TN,01:56,14425.94,2021,Tesla,Model 3,3600,No
5,33,8140437,OH,250/500,500,951.48,0,44114,Male,Hospitality,2024-08-12,Vandalism,3020 Oak St,Cleveland,OH,04:15,13845.47,2010,Toyota,Camry,3300,No
137,30,2269926,VT,500/1000,500,725.98,0,05401,Female,Hospitality,2025-03-09,Intersection,9777 Oak St,Burlington,VT,14:02,7809.65,2018,Jeep,Grand Cherokee,4800,Yes
1,28,3150210,GA,250/500,1000,638.22,1000000,31401,Female,Healthcare,2022-07-26,Intersection,101 Pine St,Savannah,GA,04:16,15827.54,2014,Ford,F-150,4600,No
66,52,2154462,IN,250/500,500,926.94,0,46802,Male,Finance,2025-01-26,Intersection,9283 Oak St,Fort Wayne,IN,16:58,5863.63,2015,Chevrolet,Silverado,4800,Yes
21,37,1466262,NC,500/1000,1000,832.75,0,27601,Male,Hospitality,2021-01-02,Animal,2932 Pine St,Raleigh,NC,02:40,4543.63,2015,Ford,F-150,4600,No
74,52,6995581,NH,250/500,500,742.41,2000000,03101,Male,Hospitality,2024-11-05,Theft,8584 Elm St,Manchester,NH,03:37,8478.41,2011,Tesla,Model 3,3600,No
18,62,5614050,VT,500/1000,500,682.71,0,05602,Male,Retail,2023-09-29,Animal,9963 Oak St,Montpelier,VT,11:42,7567.15,2022,Subaru,Outback,3600,No
65,42,8291910,VA,250/500,1000,806.66,0,23219,Female,Technology,2025-03-17,Rear-end,2267 Maple St,Richmond,VA,14:48,6478.28,2019,Ford,F-150,4600,Yes
37,36,7491598,GA,250/500,500,919.41,0,30303,Male,Finance,2023-12-17,Vandalism,3582 Elm St,Atlanta,GA,08:52,988.49,2013,Hyundai,Elantra,2800,No
38,28,4888809,TN,500/1000,500,831.51,0,37203,Male,Transportation,2020-12-10,Intersection,1752 Maple St,Nashville,TN,22:47,860.61,2018,Chevrolet,Silverado,4800,No
96,37,7081693,VT,500/1000,500,630.84,0,05602,Male,Transportation,2025-04-03,Rear-end,4675 Oak St,Montpelier,VT,06:43,3858.67,2019,Hyundai,Elantra,2800,Yes
4,44,2764102,GA,500/1000,500,1013.53,1000000,31401,Male,Transportation,2023-06-03,Theft,9613 Oak St,Savannah,GA,00:20,26804.73,2020,Tesla,Model 3,3600,No
14,33,1951458,GA,250/500,500,803.67,2000000,30303,Male,Finance,2022-04-04,Single vehicle,2390 Elm St,Atlanta,GA,19:45,10218.7,2015,Jeep,Grand Cherokee,4800,No
23,30,1433161,SC,500/1000,500,893.37,0,29401,Female,Finance,2021-12-31,Rear-end,8077 Oak St,Charleston,SC,00:49,3499.31,2019,Honda,Civic,2900,No
19,50,6506624,OH,250/500,500,951.19,0,44114,Female,Hospitality,2023-07-10,Vandalism,716 Maple St,Cleveland,OH,05:26,1440.1,2022,Tesla,Model 3,3600,No
97,39,1547699,TN,500/1000,500,683.57,0,37203,Female,Manufacturing,2021-07-19,Theft,1706 Oak St,Nashville,TN,07:33,4688.47,2016,Honda,Civic,2900,No
172,40,2003676,IL,500/1000,500,862.57,0,60601,Male,Finance,2025-07-27,Single vehicle,5355 Elm St,Chicago,IL,00:12,1115.78,2015,Jeep,Grand Cherokee,4800,No
152,31,8895538,ME,500/1000,500,610.25,0,04101,Female,Hospitality,2025-07-21,Vandalism,4549 Maple St,Portland,ME,13:49,4821.0,2019,Subaru,Outback,3600,No
27,41,2173631,VA,250/500,1000,615.44,2000000,23219,Female,Education,2022-12-17,Rear-end,9020 Oak St,Richmond,VA,20:47,3493.52,2010,Ford,F-150,4600,No
10,53,2268226,SC,500/1000,500,873.48,0,29401,Female,Finance,2025-05-29,Theft,9679 Maple St,Charleston,SC,15:12,3776.22,2019,Toyota,Camry,3300,Yes
31,44,1546174,MI,250/500,1000,450.0,0,48201,Female,Finance,2023-12-22,Theft,8389 Maple St,Detroit,MI,20:15,4861.41,2017,Honda,Civic,2900,No
102,37,1515097,VT,250/500,500,536.37,1000000,05401,Female,Transportation,2020-02-06,Vandalism,5432 Oak St,Burlington,VT,02:38,3550.64,2020,Ford,F-150,4600,Yes
138,49,3008292,ME,250/500,500,450.0,0,04401,Female,Technology,2025-04-12,Single vehicle,4356 Pine St,Bangor,ME,09:40,1486.07,2017,Hyundai,Elantra,2800,Yes
1,27,5020339,ME,500/1000,500,450.0,2000000,04401,Female,Education,2023-10-28,Theft,5997 Elm St,Bangor,ME,05:57,9404.41,2013,Hyundai,Elantra,2800,Yes
37,51,3886095,GA,500/1000,500,511.56,2000000,30303,Male,Transportation,2021-04-24,Theft,9578 Pine St,Atlanta,GA,16:37,2196.95,2011,Honda,Civic,2900,No
12,49,2820249,OH,250/500,500,833.3,0,43215,Male,Technology,2023-06-07,Animal,707 Elm St,Columbus,OH,12:09,3432.75,2015,Jeep,Grand Cherokee,4800,No
150,17,9093997,ME,250/500,500,850.27,0,04401,Male,Retail,2024-11-02,Animal,7607 Pine St,Bangor,ME,19:41,20879.61,2024,Ford,F-150,4600,Yes
12,17,8793026,IL,250/500,500,1389.61,0,60505,Female,Hospitality,2025-01-19,Theft,772 Oak St,Aurora,IL,00:19,45382.04,2019,Honda,Civic,2900,Yes
64,35,2200773,IN,500/1000,500,450.0,0,46802,Female,Transportation,2022-09-05,Single vehicle,1027 Pine St,Fort Wayne,IN,23:33,6839.09,2011,Toyota,Camry,3300,No
10,46,5381835,NH,250/500,1000,631.14,2000000,03301,Female,Transportation,2022-08-23,Vandalism,9993 Maple St,Concord,NH,16:07,2793.35,2018,Jeep,Grand Cherokee,4800,No
43,56,7564171,ME,250/500,1000,1092.09,0,04401,Male,Hospitality,2024-04-03,Rear-end,5046 Elm St,Bangor,ME,01:06,2386.58,2015,Subaru,Outback,3600,No
1,31,6343692,ME,250/500,500,980.89,0,04101,Female,Manufacturing,2022-06-01,Single vehicle,3657 Elm St,Portland,ME,11:31,516.13,2011,Hyundai,Elantra,2800,Yes
39,56,5693859,VA,500/1000,500,1001.52,0,23510,Female,Hospitality,2024-08-04,Theft,8829 Pine St,Norfolk,VA,21:54,845.68,2017,Honda,Civic,2900,Yes
26,48,7900747,ME,500/1000,500,693.95,1000000,04101,Male,Retail,2024-10-04,Theft,1950 Maple St,Portland,ME,21:28,2759.88,2021,Honda,Civic,2900,No
30,65,2123343,IL,250/500,500,450.0,0,60505,Male,Healthcare,2022-12-01,Intersection,3881 Pine St,Aurora,IL,00:37,2560.55,2008,Jeep,Grand Cherokee,4800,No
66,47,1332211,OH,250/500,500,832.11,0,43215,Male,Finance,2020-08-07,Animal,2830 Maple St,Columbus,OH,06:57,5997.45,2016,Hyundai,Elantra,2800,No
1,51,8805147,VT,500/1000,500,933.76,0,05401,Female,Technology,2022-08-02,Single vehicle,3155 Pine St,Burlington,VT,14:46,2754.96,2015,Subaru,Outback,3600,Yes
83,46,4665875,KY,250/500,1000,450.0,0,40202,Male,Retail,2020-06-10,Animal,4350 Maple St,Louisville,KY,04:32,4669.03,2014,Tesla,Model 3,3600,Yes
12,44,9425946,IL,250/500,500,802.98,0,60601,Male,Retail,2022-05-10,Theft,7169 Elm St,Chicago,IL,07:37,1495.36,2012,Subaru,Outback,3600,No
35,66,6901583,NH,250/500,500,1259.13,0,03301,Male,Healthcare,2025-05-08,Theft,3719 Pine St,Concord,NH,16:30,3341.76,2019,Subaru,Outback,3600,No
90,49,2866714,AL,250/500,500,595.17,0,35801,Male,Manufacturing,2020-08-27,Animal,7777 Pine St,Huntsville,AL,06:46,5956.17,2018,Toyota,Camry,3300,No
59,69,1725822,VA,250/500,500,913.16,0,23510,Female,Technology,2025-03-10,Animal,8004 Maple St,Norfolk,VA,17:26,2536.96,2019,Tesla,Model 3,3600,No
95,42,3609147,WI,500/1000,1000,570.1,2000000,53202,Male,Manufacturing,2021-05-11,Animal,8256 Maple St,Milwaukee,WI,01:54,3573.32,2016,Hyundai,Elantra,2800,No
9,41,6595688,NC,500/1000,1000,800.2,0,28202,Female,Manufacturing,2024-09-28,Theft,1983 Elm St,Charlotte,NC,10:49,5639.75,2012,Ford,F-150,4600,Yes
69,80,6327339,MI,250/500,500,1106.18,1000000,49503,Male,Manufacturing,2024-03-31,Theft,6870 Maple St,Grand Rapids,MI,06:21,3162.31,2022,Tesla,Model 3,3600,No
95,60,9971136,NC,500/1000,500,487.12,0,28202,Female,Transportation,2021-04-14,Animal,6256 Maple St,Charlotte,NC,05:05,11626.2,2010,Subaru,Outback,3600,No
17,67,4707642,AL,250/500,500,714.25,0,35203,Male,Hospitality,2024-07-29,Theft,4681 Elm St,Birmingham,AL,20:25,2526.59,2013,Jeep,Grand Cherokee,4800,No
62,57,9562038,GA,250/500,500,846.24,0,30303,Female,Finance,2021-08-09,Animal,3333 Pine St,Atlanta,GA,22:59,3462.89,2022,Tesla,Model 3,3600,Yes
129,35,5053445,NC,250/500,500,519.16,2000000,28202,Female,Hospitality,2021-11-21,Intersection,9636 Pine St,Charlotte,NC,00:13,2517.47,2015,Toyota,Camry,3300,No
